what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1371688713129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371688714299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371688718008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371688719670
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371688837039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371688846393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371688866007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371688867332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371688867718
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371688881861
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1371688882507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371688885877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371688886950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371688930885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371947493706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371947498599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371947501124
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371947503611
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1371949335941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371949759250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101179016
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1372101182541
started,bundle,org.eclipse.datatools.connectivity.oda.design.ui,3.2.6.v201112151316,"org.eclipse.datatools.connectivity.oda.design.ui",1372101186794
started,bundle,org.eclipse.datatools.connectivity.oda.profile,3.2.7.v201112290953,"org.eclipse.datatools.connectivity.oda.profile",1372101187810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101188308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101222141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101229429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101231958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1372101232110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101237904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101239322
error,log,,,"Internal Error - org.eclipse.datatools.connectivity",1372101239418
error,log,,,"Internal Error - org.eclipse.datatools.connectivity",1372101239419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1372101239587
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1372101254179
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372101259483
closed,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1372101259494
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1372101264539
opened,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1372101265326
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1372101265457
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1372101271157
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372101278039
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372101278163
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1372101287506
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372101295416
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372101295631
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1372101305185
opened,editor,org.jboss.tools.common.model.ui,3.3.1.v20130102-1651-H83-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1372101307300
activated,editor,org.jboss.tools.common.model.ui,3.3.1.v20130102-1651-H83-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1372101307845
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372101311941
closed,editor,org.jboss.tools.common.model.ui,3.3.1.v20130102-1651-H83-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1372101311956
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372101313675
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372101313692
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1372101315927
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372101315943
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372101317128
closed,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1372101317143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101319745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101402253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101403326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372101429282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104329949
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1372104333108
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372104340071
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372104340264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104346409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104350754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104353606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104357059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104361006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104366784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372104372339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1372104373736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104375828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104379766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104380532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372104381947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1372104395750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372104398668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372104407670
started,bundle,org.jboss.tools.cdi.ui,1.2.0.v20130102-1842-H87-Final,"org.jboss.tools.cdi.ui",1372104468577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372106691488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372110654464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372110661835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372110680461
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372110685966
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372110685966
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1372110687181
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372110690257
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1372110690478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372110702849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372110705898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372110707882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372110711255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1372110717758
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1372110717910
started,bundle,org.jboss.tools.jst.text.ext,3.3.1.v20130102-1748-H95-Final,"org.jboss.tools.jst.text.ext",1372110718019
started,bundle,org.jboss.tools.cdi.text.ext,1.2.0.v20130102-1842-H87-Final,"org.jboss.tools.cdi.text.ext",1372110719683
started,bundle,org.jboss.tools.cdi.seam.text.ext,1.2.0.v20130102-1842-H87-Final,"org.jboss.tools.cdi.seam.text.ext",1372110719685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372110721846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372110726174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372110730077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1372110733880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1372110734154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1372110734413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1372110734635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1372110734881
